video_id,link,title,published_at_utc,published_date_wib,published_time_wib,channel_id,channel_title,channel_subscribers,view_count,like_count,comment_count,is_short
5VKd5a3j4Lw,https://www.youtube.com/watch?v=5VKd5a3j4Lw,"2 Driver Ojek Online Tewas Dilindas Mobil Brimob, Saat Aksi Demo DPR Hari ini",2025-08-28T16:56:47Z,8/28/2025,23:56:47,UC9OrydCv7MP6ERljaSPvkzA,JURNAL KUHP,5610,538,6,1,FALSE
Nqj1_RRht7I,https://www.youtube.com/watch?v=Nqj1_RRht7I,viral ojol di lindas mobil brimob #shortvideo #fyp #viral #gojek #demodpr #brimob #beritaterkini,2025-08-28T16:55:43Z,8/28/2025,23:55:43,UC2Pe0VX1AlkGAGRflfCogeg,Nirfana agustina Arifin,48,4,1,0,FALSE
mHwZjVZKRRI,https://www.youtube.com/watch?v=mHwZjVZKRRI,Aparat sengaja melindas driver ojol #demo #demohariini #driverojol #grab #gojek #indiver #viral #fyp,2025-08-28T16:52:15Z,8/28/2025,23:52:15,UCCTQUmfEQJ4xyckGzxAhLsg,info padalarang,1640,486,8,0,TRUE
uW4RKYFLAZ8,https://www.youtube.com/watch?v=uW4RKYFLAZ8,waduh gimana ceritanya gojek tertabrak #beritaterkini,2025-08-28T16:50:14Z,8/28/2025,23:50:14,UCTBCkocxIT0TKKq6k4wqWSQ,Pak guru candra,1270,108,1,0,FALSE
nUu6-ONx53M,https://www.youtube.com/watch?v=nUu6-ONx53M,#acab #1312 #allcoparebastard #cops #polisi #polisiindonesia #brimob #oknumpolisi #gojek #shorts,2025-08-28T16:48:57Z,8/28/2025,23:48:57,UCxnUtjH7CmOWe76-Zv162_Q,HSfact. ,28,400,1,0,TRUE
P1yardeBkDs,https://www.youtube.com/watch?v=P1yardeBkDs,Go-Jek di LINDES MOBIL DINAS,2025-08-28T16:44:26Z,8/28/2025,23:44:26,UCt4TwosXtkLFFqXKgTpzVtA,Musisi jalan chanel,43,7,1,0,FALSE
ZwMO0ZEDjzw,https://www.youtube.com/watch?v=ZwMO0ZEDjzw,Part 2 Hari ke 3 Terapi akun gojek #viral #shorts #fyp #ojol #gojek,2025-08-28T16:43:39Z,8/28/2025,23:43:39,UC9ou1N6JjASR4aVfxOFR-gg,DriverSenengSambat,103,856,4,0,FALSE
e7RvFDwPWBI,https://www.youtube.com/watch?v=e7RvFDwPWBI,#demo27agustus #gojek #grab #ojol #fypage? #fypyoutube #masukberanda #viral #viralkannadashort,2025-08-28T16:41:24Z,8/28/2025,23:41:24,UC0lw7KkE8gH_gq9-9157H1A,Gendhis maniss,65,3,1,0,TRUE
VAtIFWRVWEI,https://www.youtube.com/watch?v=VAtIFWRVWEI,demo masa ke dpr gojek di lindas polisii,2025-08-28T16:39:37Z,8/28/2025,23:39:37,UC5k7ei0n32QzF7lltyLe5-g,SKF FOREVER,2960,0,0,0,FALSE
Q3vRQuJCLd4,https://www.youtube.com/watch?v=Q3vRQuJCLd4,edisi ngojek agustus belum gopek belum pulang?? #gojek #gojekdriver #shorts #ojol,2025-08-28T16:39:33Z,8/28/2025,23:39:33,UCahorComDC9yxey44xOM9rQ,Pemburu orderan,2240,901,11,4,TRUE
WKdOJ-KFTgI,https://www.youtube.com/watch?v=WKdOJ-KFTgI,viralll gojek di lindas mobol petugas #tragedi28agustus2025 #viralllllllllll #fyp,2025-08-28T16:31:15Z,8/28/2025,23:31:15,UCMqJWmVSJcBhnNWnLmFmwEQ,HOT NEWS,17,3,1,0,TRUE
TntH_Fd3KK0,https://www.youtube.com/watch?v=TntH_Fd3KK0,Viralkan!!! #trendingberita #fypvidio #viralvidio #Gojek,2025-08-28T16:31:08Z,8/28/2025,23:31:08,UCOsAoQ3S12H0RqIBSxtNYOQ,Nizam Salman20,7,1,0,0,TRUE
zuublWY6Z0I,https://www.youtube.com/watch?v=zuublWY6Z0I,TRAGIS! PENGEMUDI OJOL DILINDAS P0LiZi HINGGA TEWAS SAAT DEMO #facebook #demo #ojol #grab #gojek,2025-08-28T16:30:35Z,8/28/2025,23:30:35,UCVdCyE_IwjQT2ozdjy9HJKA,Benn Bumiayu,51,15,1,0,FALSE
qNsKepHDVQI,https://www.youtube.com/watch?v=qNsKepHDVQI,Rip Affan Kurniawan Mitra Gojek Indonesia #shorts,2025-08-28T16:30:30Z,8/28/2025,23:30:30,UCvGSptr-PwNE0BsHQ39BhUg,Ahonk MV,41700,883,11,2,TRUE
T-RL36Stmbo,https://www.youtube.com/watch?v=T-RL36Stmbo,Tragedi Bromob Lindas GOJEK! #brimob #gojek #dpr,2025-08-28T16:30:24Z,8/28/2025,23:30:24,UCEjpuim3ZMU1bOAGfjALV4A,Kak Army,276,9,1,0,FALSE
7Ze8oLFIQn0,https://www.youtube.com/watch?v=7Ze8oLFIQn0,DEMO DPR RICUH 28 Ags 25. OJOL TERL1ND45!! UN-CENCOR,2025-08-28T16:26:59Z,8/28/2025,23:26:59,UCv6pIolDmJWy6LV9LnAhoOA,Ex Youra,126,293,7,0,TRUE
xDmIDD-fvEY,https://www.youtube.com/watch?v=xDmIDD-fvEY,polisi lindas ojol#ojol #gojek #fyp #beritaterkini,2025-08-28T16:24:00Z,8/28/2025,23:24:00,UCbV3BA8v2yIk0Q8rmDdj__Q,iTs people ,2,1,1,0,TRUE
msTku_BJ60w,https://www.youtube.com/watch?v=msTku_BJ60w,Sungguh tragis kasian bapak gojek nya di lindas ?? #fypviral #gojek #brimob brimob lindas gojek,2025-08-28T16:21:32Z,8/28/2025,23:21:32,UCo5qRz51KoLrQqLYmJgw3FQ,DODE NAKBALI,695,683,8,0,TRUE
QQkJncXVtiA,https://www.youtube.com/watch?v=QQkJncXVtiA,Kata Gojek Ojol Dilindas Mobil Rantis Brimob,2025-08-28T16:19:31Z,8/28/2025,23:19:31,UC-cXH4pw96hIzhHu9uPrMtw,Donat Pasar,25200,51101,144,20,TRUE
WsVl44BLjso,https://www.youtube.com/watch?v=WsVl44BLjso,pendemo dengan seragam gojek terlindas mobil brimob,2025-08-28T16:18:40Z,8/28/2025,23:18:40,UCWUl1j2j8pL0Wjv4hBaoZVA,Satpam Channel,8,19,1,0,TRUE
IeIvxM_f730,https://www.youtube.com/watch?v=IeIvxM_f730,Driver gojek tergilas mobil rantis brimob,2025-08-28T16:14:35Z,8/28/2025,23:14:35,UCkTdwuW6CPpk8wZTNMzxPxA,Landz Project,993,1248,21,1,TRUE
bf6Hb9PCavo,https://www.youtube.com/watch?v=bf6Hb9PCavo,BIADAB SEORANG APARAT POLISI MeLindas GOJEK ??#shorts #gojek #demo2025,2025-08-28T16:14:04Z,8/28/2025,23:14:04,UCa5qhBpmvrIyOakSjJL-W0Q,IBNU BASTRAD2806,1000,6,1,0,TRUE
BpDL-KaQe-Y,https://www.youtube.com/watch?v=BpDL-KaQe-Y,"pengemudi gojek terlindas mobil brimob , (sumber: tiktok pojokbekasi) #demo28agustus #demodpr",2025-08-28T16:11:54Z,8/28/2025,23:11:54,UC7UmF9CD4XXPfh0JVNIC4Rw,senandika ,2290,4,0,0,TRUE
ebDwLgkEqIg,https://www.youtube.com/watch?v=ebDwLgkEqIg,gojek dilindas mobil brimob,2025-08-28T16:11:22Z,8/28/2025,23:11:22,UCzEaPmtgcVQv8HEUqxE913g,Murai Batu Ngawi Indonesia(MBNI),40,6,0,0,TRUE
CWfCInt8eAQ,https://www.youtube.com/watch?v=CWfCInt8eAQ,source:  gojek driver indonesia,2025-08-28T16:07:48Z,8/28/2025,23:07:48,UC9YNpYLZfAbUS74bPVlQGSw,keceng pahay,0,2,1,0,TRUE
FX-bDbQwp8A,https://www.youtube.com/watch?v=FX-bDbQwp8A,One of the many friendly Gojek drivers here in Bali ??,2025-08-28T16:06:49Z,8/28/2025,23:06:49,UCw_ftcQkLSltDkvXqmA45SA,Oliver Witter,49,988,22,0,TRUE
4kjA_9J7Aso,https://www.youtube.com/watch?v=4kjA_9J7Aso,amarah pedemo tak terkendali usai brimob nabrak gojek !!!,2025-08-28T16:04:43Z,8/28/2025,23:04:43,UCfxkq4RXvtWi_4b68PIg_pg,VARHAN OFFICIAL,14,6,2,0,FALSE
Wy_0gICDmHM,https://www.youtube.com/watch?v=Wy_0gICDmHM,Driver GO-JEK di L1nd@s Mobil brimob! || Driver gojek & masa Bersatu kejar pelaku sampai Kantor ??,2025-08-28T16:03:48Z,8/28/2025,23:03:48,UCTCo9IxpcN9XRrS2a5BzlJA,animal's lovers,20,3,0,0,FALSE
gJwRaeU9czE,https://www.youtube.com/watch?v=gJwRaeU9czE,pedemo gojek meninggal usai di tabrak dan di lindes brimob yang gak bertanggung jawab,2025-08-28T16:00:54Z,8/28/2025,23:00:54,UCfxkq4RXvtWi_4b68PIg_pg,VARHAN OFFICIAL,14,8,2,0,TRUE
jzkMARDfk5g,https://www.youtube.com/watch?v=jzkMARDfk5g,GOJEK DI LINDAS BARAKUDA BRIMOP #demo #polisi #brimob #gojek #dpr,2025-08-28T15:59:14Z,8/28/2025,22:59:14,UCoyd6n9H8hohs5YYjMY-mqg,hunai vlog,294,782,15,10,FALSE
jmnRlPF5OjQ,https://www.youtube.com/watch?v=jmnRlPF5OjQ,?? #brimob #demo #ojol #gojek #gojekindonesia,2025-08-28T15:57:33Z,8/28/2025,22:57:33,UCVT5OuE3zsO7LjtxvZscH6A,AdTV,820,16,1,0,FALSE
h8kW3rWopcM,https://www.youtube.com/watch?v=h8kW3rWopcM,ojol kelindes mobil brimob #ojol #brimob #demo #dpr #demodpr #gojek #ojek #trending #shorts #viral,2025-08-28T15:57:03Z,8/28/2025,22:57:03,UCdahF7ndy9qmypiAdgVhwUg,Banghani,7360,20,1,2,TRUE
iuPVNbxnUFI,https://www.youtube.com/watch?v=iuPVNbxnUFI,oderan gojek rame sepi tetap semangat#shots,2025-08-28T15:56:54Z,8/28/2025,22:56:54,UC7-lCgFgnkr4FZZs3h2O_Kg,Boyor channel sm,2100,1002,1,0,TRUE
fc2_DhpFUjg,https://www.youtube.com/watch?v=fc2_DhpFUjg,Gojek atau Ojol dilindas mobil baracuda,2025-08-28T15:55:41Z,8/28/2025,22:55:41,UCVseMTKGGZzoccwwwI1nZlQ,Teguh Aryanto,8990,271,4,2,FALSE
qC7FsA-X5X0,https://www.youtube.com/watch?v=qC7FsA-X5X0,polisi kabur setelah menabrak ojol di demo DPR #ojol #gojekindonesia #gojek #polisi,2025-08-28T15:55:11Z,8/28/2025,22:55:11,UCFNoTWF9hrZ0es65v4-oGXQ,KONTEN CAMPURAN,2500,17,1,0,TRUE
GStK3dMWIzU,https://www.youtube.com/watch?v=GStK3dMWIzU,suluk merdu part2 bang gojek menyamar,2025-08-28T15:53:04Z,8/28/2025,22:53:04,UCP6ixtx1IPo3HRWsH8xZInw,Rahmanda Channel NU,1680,955,1,0,FALSE
HZ4fQMhpEGM,https://www.youtube.com/watch?v=HZ4fQMhpEGM,oderan gojek rame sepi tetap semangat#shots,2025-08-28T15:52:29Z,8/28/2025,22:52:29,UC7-lCgFgnkr4FZZs3h2O_Kg,Boyor channel sm,2100,956,2,0,TRUE
vy-D9ITD12c,https://www.youtube.com/watch?v=vy-D9ITD12c,Detik-detik BRIMOB TABRAK Driver Gojek di Lindes Baracukuda #ojol,2025-08-28T15:50:49Z,8/28/2025,22:50:49,UCKcBTCoh1VfklT9bng89oHQ,Sejarah dan Tokoh,341,38,0,0,FALSE
36Aq9ShAWDA,https://www.youtube.com/watch?v=36Aq9ShAWDA,ojol minta tanggung jawab pihak brimob yg telah melindas seorang gojek,2025-08-28T15:46:46Z,8/28/2025,22:46:46,UChUyzxQxNuNpGxHZUMZcX7A,Ompoldewogaming,2,898,10,0,FALSE
Pq9HMindG_Q,https://www.youtube.com/watch?v=Pq9HMindG_Q,seorang polisi yang mau membubarkan demo malah melindas seorang gojek,2025-08-28T15:46:03Z,8/28/2025,22:46:03,UCPxAhWGE5tEl1IDyvbJr_Zw,David Hadi,0,12,1,0,FALSE
0ZjLhAubpiE,https://www.youtube.com/watch?v=0ZjLhAubpiE,Demo DPR Gojek di lindas mobil Polisi #demonstrationtoday #demodpr #demo28agustus2025 #kdm,2025-08-28T15:45:50Z,8/28/2025,22:45:50,UClMO--39KehKWPVl7ibkw_w,KARAWANG CVL,53000,2528,49,13,FALSE
WGqGBFWvDFo,https://www.youtube.com/watch?v=WGqGBFWvDFo,mengayomi? pembunuh?. #gojek #grab #demo #DPR,2025-08-28T15:44:58Z,8/28/2025,22:44:58,UC0vFaqzpjVxUhBBAE9XP2YA,ikhsan production,890,4,1,0,FALSE
peYRO3RIhyg,https://www.youtube.com/watch?v=peYRO3RIhyg,alinasi gojek SE Indonesia geram atas terlindasnya teman mereka. #gojek #demo #DPR,2025-08-28T15:44:04Z,8/28/2025,22:44:04,UC0vFaqzpjVxUhBBAE9XP2YA,ikhsan production,890,2,1,0,TRUE
PxXCxZBlOeM,https://www.youtube.com/watch?v=PxXCxZBlOeM,POLISI MENABRAK DRIVER OJOL ????????????????,2025-08-28T15:43:14Z,8/28/2025,22:43:14,UCZcEjFuICZxvSBig4GBZldA,Y19,3,7,0,0,FALSE
EdL8q52_LB8,https://www.youtube.com/watch?v=EdL8q52_LB8,detik detik driver gojek terlindas mobil brimob,2025-08-28T15:43:02Z,8/28/2025,22:43:02,UCiKxOnA34gKZv11qO-AmCGA,Bang Ojol,94,13,1,0,FALSE
x3tBqZvKQsA,https://www.youtube.com/watch?v=x3tBqZvKQsA,gojek di lindas mobil brimob saat demo,2025-08-28T15:41:57Z,8/28/2025,22:41:57,UCqwAUIVCM8qS1WyUasAU5dA,SI GOLEK KARAWANG ,44,11,1,0,FALSE
HYOMNQGVm7M,https://www.youtube.com/watch?v=HYOMNQGVm7M,Gojek driver - Update mitra juara gojek #gojek #gojekdriver #gojekindonesia ,2025-08-28T15:40:58Z,8/28/2025,22:40:58,UC7mxacHuD1MQJWZOg3tJz3w,Johan Danny Fardenjael,515,32,1,0,FALSE
#NAME?,https://www.youtube.com/watch?v=-GAITplRK28,Gojek di lindas mobil brimob saat demo,2025-08-28T15:40:51Z,8/28/2025,22:40:51,UCqwAUIVCM8qS1WyUasAU5dA,SI GOLEK KARAWANG ,44,7,2,0,FALSE
2lVTbzJGDpI,https://www.youtube.com/watch?v=2lVTbzJGDpI,driver gojek jadi korban #automobile #pejuangdriver #supirtruk #ojol #gojekindonesia #gojek,2025-08-28T15:39:23Z,8/28/2025,22:39:23,UCvcYGheQxZFnr_xvQsGj3dA,A.A DASUHA,21600,751,4,0,FALSE
5m31l4XkKow,https://www.youtube.com/watch?v=5m31l4XkKow,OJOL TERLINDAS MOBIL BRIMOB SAAT DEMO #rip #ojol #gojek #brimob #affankurniawan,2025-08-28T15:39:12Z,8/28/2025,22:39:12,UCE892ZJkNXGyT9GIsOq5Dlg,Jakarta Kings,7,14,1,0,FALSE
iyrVOiTqJZE,https://www.youtube.com/watch?v=iyrVOiTqJZE,Polisinya yang ngelindes 2 ojol?  #demodpr #28august #brimob #grab #gojek,2025-08-28T15:37:50Z,8/28/2025,22:37:50,UCeWwWKO446Xk7hgaMzBbKHw,mc teeryy,2,0,0,,TRUE
_BOCq6vMjec,https://www.youtube.com/watch?v=_BOCq6vMjec,Hari Ini Peningkatan Lagi #ojekonline #gojek #gojekdriver #ojoljabodetabek #gojekindonesia,2025-08-28T15:36:02Z,8/28/2025,22:36:02,UC3QUYiL2zQn-gDerUrU09CQ,Arsyy,39,4,1,0,FALSE
js9H2Ervn-c,https://www.youtube.com/watch?v=js9H2Ervn-c,detik detik gojek terld4s mobil brimop #demo25agustus #demo28agustus,2025-08-28T15:34:57Z,8/28/2025,22:34:57,UCt3p9FGNO-B79_DOKrXxSag,Donkie Clothes,0,12,2,0,TRUE
k5rxTr_2Cdc,https://www.youtube.com/watch?v=k5rxTr_2Cdc,TURUT BERDUKA CITA BUAT TEMAN KITA ABANG OJOL YANG JADI KORBAN #shorts #demo #ojol #gojek,2025-08-28T15:34:03Z,8/28/2025,22:34:03,UCaesIfVUuHNek8EBdnDeiRg,Tabutty Channel,126000,899,14,1,TRUE
rLKOGtgDmuE,https://www.youtube.com/watch?v=rLKOGtgDmuE,Polisi nabrak ojol #trending #viral #gojek #grab #ojol,2025-08-28T15:31:18Z,8/28/2025,22:31:18,UCEZw-7IPvX3WGcopHijFmwg,MuhRiNata,872,8,1,0,FALSE
sTYtX0VaIo4,https://www.youtube.com/watch?v=sTYtX0VaIo4,Polisi Pembunuh lari setelah menabrak Ojol #viral #trending #videoshort #demo #grab #gojek #pembunuh,2025-08-28T15:28:34Z,8/28/2025,22:28:34,UCEZw-7IPvX3WGcopHijFmwg,MuhRiNata,872,4,0,0,TRUE
addQ4jsTLVQ,https://www.youtube.com/watch?v=addQ4jsTLVQ,gojek di lindas mobil bara kuda brimob sampai tewas ojol,2025-08-28T15:28:21Z,8/28/2025,22:28:21,UCWexDVm85KdmkmSJKDxQXYQ,agung creator animals 63,1,4,0,0,FALSE
zLdwq3shLzM,https://www.youtube.com/watch?v=zLdwq3shLzM,"DEMO DPR HARI INI MEMAKAN KORBAN JIWA, GOJEK DI LINDAS OLEH APARAT",2025-08-28T15:26:00Z,8/28/2025,22:26:00,UCeJEystoQmCComno4tFpuGQ,GAMA 03,0,2,1,0,FALSE
f3cuMb5zXrU,https://www.youtube.com/watch?v=f3cuMb5zXrU,biadab nya anggota brimob menabrak seorang driver gojek #demo28 #penegakhukum #gojekindonesia #ojol,2025-08-28T15:24:21Z,8/28/2025,22:24:21,UCsvs7dAcOOfS9w065Hx-LEw,Ryu Vrry,31,10,0,1,FALSE
pGLuNcntX1I,https://www.youtube.com/watch?v=pGLuNcntX1I,I like long trips ??  #ojol #gojek #bali,2025-08-28T15:24:02Z,8/28/2025,22:24:02,UCMtPUxkrhqngyKh8SE_Etbw,Made from Bali,191,3911,97,7,FALSE
FO5OOTAi6u8,https://www.youtube.com/watch?v=FO5OOTAi6u8,kondisi ojol kelindas mobil  Brim*b #viral #ojol #gojek #ojolindonesia,2025-08-28T15:22:48Z,8/28/2025,22:22:48,UC_ZfbJNsVEb1Q0X8uUi3rnw,S&A STUDIO AI,203,28,2,0,FALSE
xTmx9s56S18,https://www.youtube.com/watch?v=xTmx9s56S18,supir Gojek dilindes mobil polisi,2025-08-28T15:18:55Z,8/28/2025,22:18:55,UCRoRBigyfAOXGflJJ5OnHKw,inge mangundap,307,15,0,0,FALSE
t7MCjN3x0Bw,https://www.youtube.com/watch?v=t7MCjN3x0Bw,driver gojek di lindas barucada,2025-08-28T15:15:16Z,8/28/2025,22:15:16,UCuB96Ri0FXMaR5IEa12GrlA,DUABELAS SATU,1110,1287,24,2,FALSE
OrY-RYJB3h0,https://www.youtube.com/watch?v=OrY-RYJB3h0,BRIMOB TABRAK Driver Gojek di lindes baracukuda tadi pukul 19:40 TKP lamer Benhil sebelah pom bensin,2025-08-28T15:13:11Z,8/28/2025,22:13:11,UCoLe1QcugvqN4cAtR427c6A,M. Rian,5,56,1,0,FALSE
riOrx4q2jNU,https://www.youtube.com/watch?v=riOrx4q2jNU,Bawa Risol #gosend #jangkauanluas #fyp #gojek #viral #video #motovlog,2025-08-28T15:12:59Z,8/28/2025,22:12:59,UCVR_E8sCIcWr-WeKEL9RS9g,B1 ANNAS,3,311,0,0,TRUE
MNwaH6zXEFQ,https://www.youtube.com/watch?v=MNwaH6zXEFQ,#shortvideo #ojol #gojek #grebek #ojolstory,2025-08-28T15:11:46Z,8/28/2025,22:11:46,UCg_cc91IoKKkY7IR-EHHcUA,Tukang kuli,178,1,1,0,FALSE
-2FD5YIzFhY,https://www.youtube.com/watch?v=-2FD5YIzFhY,"1 kata untuk polisi yg melindas gojek,1 kata untuk negri ini dan 1 kata untuk MPR & dpr",2025-08-28T15:09:26Z,8/28/2025,22:09:26,UCbdvwxBw17SM_GpMhz77Qgg,wahyu ajja,15,3,0,0,FALSE
u1j0nqN9Pww,https://www.youtube.com/watch?v=u1j0nqN9Pww,gojek bersatu kejar mobil brimob yang Mel1nd@$ Driver gojek! #gojekdilindasbrimob #dpr#gojekvsbrimob,2025-08-28T15:07:06Z,8/28/2025,22:07:06,UCTCo9IxpcN9XRrS2a5BzlJA,animal's lovers,20,99,0,0,TRUE
x0G4CfK1q_g,https://www.youtube.com/watch?v=x0G4CfK1q_g,"Mobil barracuda Brimob lindas Driver Gojek, tadi pukul 19:40 TKP lamer Benhil sebelah pom bensin.",2025-08-28T15:06:13Z,8/28/2025,22:06:13,UCDeNupoeYHOAyjGTXdAm4mw,Aloa Berkah,23,219,1,0,TRUE
F_pANeQ4fq8,https://www.youtube.com/watch?v=F_pANeQ4fq8,Grab gojek sedang balas dendam kepada brimob,2025-08-28T15:04:57Z,8/28/2025,22:04:57,UCXp21mfWWlGI1UVpuvCP16w,Rijal Fadilah,30,12,2,0,TRUE
NYV0G8FWILA,https://www.youtube.com/watch?v=NYV0G8FWILA,"Mobil Barracuda brimob lindas Driver Gojek, tadi pukul 19:40 TKP lamer Benhil sebelah pom bensin.",2025-08-28T15:02:52Z,8/28/2025,22:02:52,UCDeNupoeYHOAyjGTXdAm4mw,Aloa Berkah,23,60,2,1,FALSE
#NAME?,https://www.youtube.com/watch?v=-efGHr-PXCo,Brimob LINDAS Gojek Pasca Demo DPR 28 Agustus 2025 #shortvideo #demodpr #trending,2025-08-28T15:01:19Z,8/28/2025,22:01:19,UC1iDMPRO5v2ECWONn-e3SfA,KOPET,10,7,1,0,FALSE
9pCj56L9HoY,https://www.youtube.com/watch?v=9pCj56L9HoY,R.I.P ojol terlindas saat demo #gojek #Grab #ojolterlindas #ojolterlindassaatdemo #demoburuh,2025-08-28T15:00:28Z,8/28/2025,22:00:28,UCqSybA2Cxh221Z6xr2K5pZQ,Chundra Nopandi,12,7,0,0,TRUE
QTnWXTeXJk0,https://www.youtube.com/watch?v=QTnWXTeXJk0,Detik-detik Ojol terlindas mobil Brimob (Source: ilhampid) #ojol #gojek #demo28agustus #jakarta,2025-08-28T14:59:59Z,8/28/2025,21:59:59,UC29BYmc3XI4nTh9SSUM2teQ,Fharrr ,6050,13789,139,60,TRUE
Rq2JWDOgzKM,https://www.youtube.com/watch?v=Rq2JWDOgzKM,demo Akbar #gojek#gedungdpr#demoburuh,2025-08-28T14:56:31Z,8/28/2025,21:56:31,UC8RPXiIwUSgo4Zy-S8gK1NQ,??SRI DASRIAH 77,2370,21,0,0,TRUE
FX2lvRDvPSM,https://www.youtube.com/watch?v=FX2lvRDvPSM,gojek di tabrak polisi,2025-08-28T14:54:58Z,8/28/2025,21:54:58,UCvvqgWVFDge1rWp11ps60xw,Bahri,0,12,0,0,FALSE
K6kVnoJrXoU,https://www.youtube.com/watch?v=K6kVnoJrXoU,Rekaman mobil BRIMOB M3l1nd@s GOJEK!! || DEMO JAKARTA 28/08/2025 #jakarta #brimob #dpr #gojek,2025-08-28T14:52:32Z,8/28/2025,21:52:32,UCTCo9IxpcN9XRrS2a5BzlJA,animal's lovers,20,18,0,0,TRUE
qESMLHZ8XU8,https://www.youtube.com/watch?v=qESMLHZ8XU8,mobil brimob melindas seorang gojek #viral #shrots#share #breakingnews #reels #reels #subscribe,2025-08-28T14:51:33Z,8/28/2025,21:51:33,UCFLTYX1f9Q4rplLVUiIlVEg,FORSA Official channel,19,10,1,0,FALSE
2B6KjJTNyBE,https://www.youtube.com/watch?v=2B6KjJTNyBE,driver gojek di lindes mobil taktis brimob,2025-08-28T14:51:10Z,8/28/2025,21:51:10,UC_vOvozORgCAMkmLzcqWyog,Abu Abu,3,7,0,0,FALSE
sQJDW684Njs,https://www.youtube.com/watch?v=sQJDW684Njs,Ekslusif : Baraccuda Polisi Gilas Driver Gojek #demohariini #shorts,2025-08-28T14:50:06Z,8/28/2025,21:50:06,UCVlsoc6WNEo2xauMqyuVF3w,GOAT TEKNO,50400,1038,25,9,TRUE
nc3I_U48voU,https://www.youtube.com/watch?v=nc3I_U48voU,Demo 28-08-25... Driver Gojek dilindas mobil Baracuda...,2025-08-28T14:45:04Z,8/28/2025,21:45:04,UCbik6V6cDNjpRuQ1jwreS_w,tommy234siahaan,501,142,2,0,TRUE
cXOn2DVBunw,https://www.youtube.com/watch?v=cXOn2DVBunw,ORDERAN MENDARAT DENGAN AMAN #ojol #ojolviral #ojoljepang #gojek #ojekonline,2025-08-28T14:41:33Z,8/28/2025,21:41:33,UCROlRd9nAWHHJ90FZbYXTpA,IROIRO CHANNEL FAMILY????,35500,1207,2,0,TRUE
o2W_xNHWkoM,https://www.youtube.com/watch?v=o2W_xNHWkoM,SAAT DEMO DRIVER GOJEK TERTABRAK..???? #videoshort #videoviral #demorusuh,2025-08-28T14:41:01Z,8/28/2025,21:41:01,UCDA0FzCkhoxAIfXn9JvL9Tw,BABEH SK TV,223,484,10,0,FALSE
QmTXWzEwYyo,https://www.youtube.com/watch?v=QmTXWzEwYyo,detik-detik ojol di lindas mobil brimob #gojek #ojol #brimob,2025-08-28T14:40:55Z,8/28/2025,21:40:55,UCSU5gwRTjtebEJ--jd9kldw,Random_Aja,0,14,0,0,FALSE
hd_zRQ3NnVA,https://www.youtube.com/watch?v=hd_zRQ3NnVA,polisi tabrak gojek sampai sekarat,2025-08-28T14:40:09Z,8/28/2025,21:40:09,UCsrIPItf4aenoxmmVYv2uRA,bang oji Nasgor,17,95,1,0,TRUE
bhv24hihPJI,https://www.youtube.com/watch?v=bhv24hihPJI,ini gojek aj mau lewat gimana?? plg bgs wktu demo g ush kerja ealh,2025-08-28T14:40:07Z,8/28/2025,21:40:07,UC0UtgQjri3E8kxtJc-zfImw,GAGRICH,64,1,0,0,TRUE
93qaYCY1_To,https://www.youtube.com/watch?v=93qaYCY1_To,Gojek Terlindas Mobil Barakuda Brimob Saat Demo di DPR/MPR RI,2025-08-28T14:37:14Z,8/28/2025,21:37:14,UCTNlzIIcOQ2CkzVA893dqWg,Galanggang_id,93,65,0,0,TRUE
OQhuaPzAcs0,https://www.youtube.com/watch?v=OQhuaPzAcs0,"Selamat Jalan, Affan Kurniawan #gojek #gojekdriver #gojekbali #ojol #shorts #fyp #fyp? #ojol",2025-08-29T14:23:52Z,8/29/2025,21:23:52,UCx7N3HYr4t74EjQ6JfjA0fg,drivergojekbali,44600,246,3,0,TRUE
86obdldBXE4,https://www.youtube.com/watch?v=86obdldBXE4,spek rantis brimob #brimob #demo #gojek #ojol #review #rantis #pindad,2025-08-29T14:17:10Z,8/29/2025,21:17:10,UCe26JUJnkTgb7C1-nWphDWQ,Ferry Motovlog Zero,10200,319,1,0,TRUE
K-q5pMeXO7U,https://www.youtube.com/watch?v=K-q5pMeXO7U,Demo Susulan Jogja 29/08/2025 #ojol #demoojol,2025-08-29T14:15:51Z,8/29/2025,21:15:51,UCZJt_dE-HXp3vRs9fXxhR0g,Aghan Official,1640,426,8,,TRUE
SfgWSuF-R8s,https://www.youtube.com/watch?v=SfgWSuF-R8s,demo pagi ini usut tuntas gojek semalam,2025-08-29T14:15:41Z,8/29/2025,21:15:41,UCkTx8C5Pvl9z0oaxxzCCKiA,VIDREACX,65,0,0,0,FALSE
p14dp63771o,https://www.youtube.com/watch?v=p14dp63771o,"GoTo Pastikan Affan Kurniawa Mitra Ojek Online, dan Akan Beri Bantuan Penuh ke Keluarga Korban",2025-08-29T14:14:05Z,8/29/2025,21:14:05,UC6uZINNbTmwUMuA-8B2YXxg,Samarinda Pos,55,0,0,0,TRUE
GfykHy1jl8c,https://www.youtube.com/watch?v=GfykHy1jl8c,"""Terungkap! 7 Brimob Diperiksa Usai Driver Ojol Tew4s Terlind4s Rantis ??""#Brimob #DriverOjol #viral",2025-08-29T14:02:28Z,8/29/2025,21:02:28,UCfpvMgKuM6pFHZM9OmYuzwg,Info Seleb,5150,3123,7,1,TRUE
