video_id,link,title,published_at_utc,published_date_wib,published_time_wib,channel_id,channel_title,channel_subscribers,view_count,like_count,comment_count,is_short
8RGA8f3MAFU,https://www.youtube.com/watch?v=8RGA8f3MAFU,Turut berduka #rip #ojol #gojek #viral,2025-08-29T04:20:57Z,8/29/2025,11:20:57,UCUshrZuRmC5XfjjZTvRt1Zg,Intan Kartika,40,985,9,1,TRUE
HCc7fd_dktg,https://www.youtube.com/watch?v=HCc7fd_dktg,"Suasana Rumah Duka Affan Ojol Tewas Dilindas Polisi, Didatangi Anies Hingga Jenderal TNI",2025-08-29T04:20:41Z,8/29/2025,11:20:41,UCdOovgmIPfj9a-o3VP5i2_g,MerdekaDotCom,3540000,1063,8,4,FALSE
fRevL68EkNs,https://www.youtube.com/watch?v=fRevL68EkNs,"Ribuan Ojol antarkan Jenazah Affan Kurniawan ke TPU Karet Bivak, Jakarta Pusat.",2025-08-29T04:20:13Z,8/29/2025,11:20:13,UCQxuGjYmftKTuzrNDhiGNEg,Portaldesa Official,233,25,6,1,TRUE
nMBn-XWySSk,https://www.youtube.com/watch?v=nMBn-XWySSk,Detik-Detik Pengemudi Ojol Dilindas SaatDemo DPR Ricuh #viralvideo #elittv #demodpr #ojol #polisi,2025-08-29T04:19:52Z,8/29/2025,11:19:52,UCGpsGQEV5l1Lq_iAM2b8kqA,ELIT TV official,1240,617,6,1,FALSE
d8xi1V0xiL0,https://www.youtube.com/watch?v=d8xi1V0xiL0,Live! Prosesi Pemakaman Affan Kurniawan Ojek Online Meninggal Dilindas Rantis,2025-08-29T04:19:50Z,8/29/2025,11:19:50,UCXxHcPruufr4DrgFqLNnGOQ,Intens Investigasi,3640000,107151,1061,179,FALSE
8fusCZdrJiA,https://www.youtube.com/watch?v=8fusCZdrJiA,Indonesian=konoha #viral #naruto #newupdateinrobloxbedwars #demo #demodpr #dpr #ojol #grab #gojek,2025-08-29T04:19:34Z,8/29/2025,11:19:34,UC7ri3pYFXOEc0AErv8RN33w,shiroo.editzy,208,130,1,0,TRUE
I9_uDFt96HU,https://www.youtube.com/watch?v=I9_uDFt96HU,"Ribuan Ojol Antar Korban Tewas Dilindas Rantis Brimob, Affan Kurniawan ke Pemakaman #beritaterkini",2025-08-29T04:19:32Z,8/29/2025,11:19:32,UC_z-h5J-eeC1d3TjZTqeZOw,Warta Lampung,736,9025,349,20,TRUE
mxDwXNWZSjQ,https://www.youtube.com/watch?v=mxDwXNWZSjQ,kami ojol seluruh indonesia turut berduka cita atas meninggalnya rekan Affan #driver #gojek #ojol,2025-08-29T04:19:30Z,8/29/2025,11:19:30,UCQbvzsFJoFOmjpO9i7Nq6Dg,CM. Firdaus,190,1853,19,0,TRUE
vPkx8Oeyd1U,https://www.youtube.com/watch?v=vPkx8Oeyd1U,ribuan driver ojol iringi pemakaman affan driver ojol gugur dalam perjuangan melawan penindasan,2025-08-29T04:18:28Z,8/29/2025,11:18:28,UC0gaH6m57laF7qM3MNyKvZg,Nasi Rames TV,211000,10777,496,73,TRUE
rE7in63PZD8,https://www.youtube.com/watch?v=rE7in63PZD8,Brimob MINTA MAAF!Usai ratusan ojol datangi markas brimob#demo#dpr#ojol#brimob#polisi#news,2025-08-29T04:16:56Z,8/29/2025,11:16:56,UCRBloHEX7rNpWld-UL8eiNg,Chanel Baru,1160,22812,133,15,TRUE
JpCWEFUUAnU,https://www.youtube.com/watch?v=JpCWEFUUAnU,BREAKING NEWS - Pemakaman Affan Kurniawan Pengemudi Ojol Korban Rantis Brimob Polri,2025-08-29T04:16:01Z,8/29/2025,11:16:01,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,19100000,57837,374,35,FALSE
st_cgtDxJLo,https://www.youtube.com/watch?v=st_cgtDxJLo,"SUASANA HARU IRINGI PEMAKAMAN AFFAN, DRIVER OJOL KORBAN MOBIL RANTIS",2025-08-29T04:15:38Z,8/29/2025,11:15:38,UCM68jv7rv3N0eiq5e1Gtvwg,Reyben Entertainment,2700000,14419,164,13,FALSE
fgekSiGzpfk,https://www.youtube.com/watch?v=fgekSiGzpfk,RIBUAN DRIVER ANTAR PEMAKAMAN OJOL KORBAN POLISI BRIMOB #ojol #dpr #brimobindonesia,2025-08-29T04:15:25Z,8/29/2025,11:15:25,UCnmP5Dhv-P78-HD1MFTzP8w,GERILYA CHANNEL,30900,14025,453,66,TRUE
_cR1JNifD5Q,https://www.youtube.com/watch?v=_cR1JNifD5Q,Ribuan Driver Ojol Iringi Pemakaman Affan Korban Rantis Brimob,2025-08-29T04:14:47Z,8/29/2025,11:14:47,UC9HjjeIiMG_BHtHVrtIlEJA,Lingkardotnews,6450,1266,75,4,FALSE
6pjdl5bK5VE,https://www.youtube.com/watch?v=6pjdl5bK5VE,ojol bergerak #prabowosubianto #polisiindonesia #gojek #grab #shopeefood,2025-08-29T04:14:42Z,8/29/2025,11:14:42,UCpDFYG-5TGuSThNSWfXKvdg,asfa aryan,57700,30,0,0,FALSE
CMU7OdMZP9A,https://www.youtube.com/watch?v=CMU7OdMZP9A,"Momen Ratusan Ojol Kepung dan Lempari Mako Brimob Kwitang, Prajurit TNI Berusaha Tenangkan",2025-08-29T04:14:29Z,8/29/2025,11:14:29,UCVzAKYJ1wpTmGjs8F-HVq_A,Bangka Pos Update,39300,192,0,1,FALSE
2HuxXRYbHPI,https://www.youtube.com/watch?v=2HuxXRYbHPI,"Suasana Haru Pemakaman Affan Kurniawan, Ojol Korban Rantis Brimob",2025-08-29T04:14:25Z,8/29/2025,11:14:25,UCOuwLct59ZOFrwhDIY6tVxw,KompasTV Jember,964000,913,,4,FALSE
9ZDZBg3m2aQ,https://www.youtube.com/watch?v=9ZDZBg3m2aQ,AI Ikut Sedih: Ojol yang Terlindas #fypindonesia #affan #ojol #ojolterlindas #demo #ai,2025-08-29T04:14:09Z,8/29/2025,11:14:09,UCjYjzrn_pNxPe4tg8yY6eIQ,Akun khusus AI,1240,1930,30,0,TRUE
xM806VSqKsU,https://www.youtube.com/watch?v=xM806VSqKsU,"Jenazah Affan Diiringi Ratusan Ojol Menuju TPU Karet Bivak, Kapolda Metro Jaya dan Pangdam Melayat",2025-08-29T04:12:40Z,8/29/2025,11:12:40,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,14900000,178445,1266,487,FALSE
INGK28g1Ym0,https://www.youtube.com/watch?v=INGK28g1Ym0,BREAKING NEWS - Kapolri dan Kapolda PMJ Minta Maaf Atas Tewasnya Driver Ojol,2025-08-29T04:11:57Z,8/29/2025,11:11:57,UCzl0OrB3-ehunyotIQvK77A,METRO TV ,10700000,1730,9,19,FALSE
wvmcYKO9i7I,https://www.youtube.com/watch?v=wvmcYKO9i7I,RIBUAN OJOL ANTAR AFFAN ??????#viral #news #trending #konoha #ojol #brimob #polisi #tabraklari,2025-08-29T04:11:23Z,8/29/2025,11:11:23,UCBtJbEj4OhHq2RsHvHbID9Q,????????????????,826,3076,43,1,TRUE
FXKsSpsT5ow,https://www.youtube.com/watch?v=FXKsSpsT5ow,Semoga Husnul khatimah ????#beritaviral #beritaterkini #driverojol #ojol #shorts #artis #pasha,2025-08-29T04:10:57Z,8/29/2025,11:10:57,UCv5CWwVWJJKFE7fJ4174BGQ,Novitanovi,4450,14874,82,8,TRUE
ubP7nffi5qg,https://www.youtube.com/watch?v=ubP7nffi5qg,Sentilan Baim Wong Soal Ojol Meninggal Dilindas Rantis Brimob: Andai Itu Keluarga Saya.,2025-08-29T04:09:24Z,8/29/2025,11:09:24,UCjbL3T0SV5VuXKPpARSaKMg,KADITA,3530,15811,72,0,TRUE
RoVQFaoirPI,https://www.youtube.com/watch?v=RoVQFaoirPI,#aksidemo #demo #dprri #ojol #demomahasiswa #gojek #trending #trendingshorts #indonesia #dpr #viral,2025-08-29T04:09:16Z,8/29/2025,11:09:16,UCuZUIW-k1cqxqopJWTg6WTw,Fiz Kreatif,0,0,0,0,TRUE
UB2qUu7sWbI,https://www.youtube.com/watch?v=UB2qUu7sWbI,KETIKA DIBIKIN MEWEK BACA BERITA INI,2025-08-29T04:07:13Z,8/29/2025,11:07:13,UCdmmQyv2jBXFIKbmGPFR33A,SAPOHOLIC CHANNEL,64400,620,5,0,TRUE
CCm0hc5JZ08,https://www.youtube.com/watch?v=CCm0hc5JZ08,virral !!!! GOJEK bersatu GOO INTERNASIONAL MENUNTUT  KEADILAN !!!!,2025-08-29T04:05:40Z,8/29/2025,11:05:40,UC0qm5K-CJqrh6LkJMT2o2Qw,??KOBRA CHANNEL??,33500,54425,1854,206,TRUE
V_yot3Ltwb0,https://www.youtube.com/watch?v=V_yot3Ltwb0,Alfitihan Pak Ojol #ojol #grab #gojek #ojekonline #jakarta #dprri #indonesia,2025-08-29T04:05:01Z,8/29/2025,11:05:01,UCNK8uVexzfOG6_tn_4Rf6Eg,Ruanghidup,322,1781,8,0,TRUE
8N6iXLBbAwQ,https://www.youtube.com/watch?v=8N6iXLBbAwQ,Gojek Vs Brimob #Demo #alfatihah ??,2025-08-29T04:04:16Z,8/29/2025,11:04:16,UCZQcFIYdBiZ3zzLeFOtl-ig,PWR Production,23600,1439,6,1,TRUE
C98bcLnZnXc,https://www.youtube.com/watch?v=C98bcLnZnXc,aksi #viral #viralshort #viralvideo #fyp #youtube #youtuber #youtubeshorts #gojek #gojekindonesia,2025-08-29T04:03:42Z,8/29/2025,11:03:42,UCFRiChfh6WvZg6fHxuxNUgw,Rizwan disini official,544,347,9,0,TRUE
HK2Wv6Ga_1M,https://www.youtube.com/watch?v=HK2Wv6Ga_1M,"Kapolri Sigit Menangis saat Bertemu Ayah Affan, driver ojol #DPR #gojek #grab #driver #polisi",2025-08-29T04:03:25Z,8/29/2025,11:03:25,UCwXKNVkUENj778NScBVz8AQ,Indonetizen,32,4,0,0,TRUE
CliHQZsA1rc,https://www.youtube.com/watch?v=CliHQZsA1rc,turut berdukacita untuk teman kita #aspal #gojek #grab #viral #fyp? #fyp??viral #quotes,2025-08-29T04:01:49Z,8/29/2025,11:01:49,UCHw5Mot8D6obzV3zVM9uVNg,Akbar Solihin,4,0,0,0,TRUE
2dtUu8_QeBs,https://www.youtube.com/watch?v=2dtUu8_QeBs,Tangis Duka Iringi Driver Ojol yang Meninggal Dilindas Mobil Rantis Bromob,2025-08-29T04:00:51Z,8/29/2025,11:00:51,UCwsGSRg_cTgwx6EFzqL8hAg,Pantura TV Official,1540,845,10,0,FALSE
u-BwVZLWzcE,https://www.youtube.com/watch?v=u-BwVZLWzcE,Resiko Onbid terlalu Sore ???? Driver Gojek,2025-08-29T04:00:35Z,8/29/2025,11:00:35,UCee6i2eiKVZbOlIuQbKmvYw,Ujas irwan ,751,16,0,2,FALSE
T_HtkOPaKi8,https://www.youtube.com/watch?v=T_HtkOPaKi8,Udah di tindas malah di lindas ! #ai #aivoice #vo3 #demo #chatgpt #gojek #gojekindonesia #brimob,2025-08-29T04:00:30Z,8/29/2025,11:00:30,UCY2nDoWfZytAzf1G75WFR9A,Akun Content AI,207,1139,9,0,TRUE
otwDTwPjwvA,https://www.youtube.com/watch?v=otwDTwPjwvA,Pasha Datang&Doakan Affan Kurniawan ??#pasha #dpr#ojol #demo #polri #polisi #indonesia #prabowo #news,2025-08-29T04:00:19Z,8/29/2025,11:00:19,UCjshUG4aDqyh4IDvjVrHRPw,Bisik Tetangga,122000,743,14,0,TRUE
-13jGSqSyiw,https://www.youtube.com/watch?v=-13jGSqSyiw,Solidaritas Ojol! Driver Ramai-Ramai Kejar Mobil Brimob Yang Menabrak Rekan Mereka Saat Demo 28 Agu,2025-08-29T04:00:01Z,8/29/2025,11:00:01,UCCr5VCaugP4BHOid96sRk1A,2030,32100,1261,26,0,TRUE
x8IIOX2dhqU,https://www.youtube.com/watch?v=x8IIOX2dhqU,pengejaran pelaku tabrak gojek di Jakpus,2025-08-29T03:59:21Z,8/29/2025,10:59:21,UCJf6Ult-LSRkuj6_crZqlXA,farel mustofa,3,1,1,0,TRUE
yFhgmXlWDJA,https://www.youtube.com/watch?v=yFhgmXlWDJA,Bubarkan DPR #dpr #indonesia #demo #shorts #gojek #viral,2025-08-29T03:59:16Z,8/29/2025,10:59:16,UCxElPGmwjbu5wx_YecAET3g,Tikus Dan Rakyat,0,19,0,0,TRUE
yPU-H8Xoksw,https://www.youtube.com/watch?v=yPU-H8Xoksw,KESAKSIAN Warga dan Rekan Lihat Driver Ojol Affan Tewas Dilindas Rantis Brimob Pengamanan Demo,2025-08-29T03:58:16Z,8/29/2025,10:58:16,UC-inGkOwn_su3qh40RYC11A,TRIBUN LAMPUNG NEWS VIDEO,1520000,1413,13,0,FALSE
Ae1J6ppDIuE,https://www.youtube.com/watch?v=Ae1J6ppDIuE,"FULL Tangis Kapolri Pecah, Jenderal Listyo Sigit Rangkul Ayah Ojol Korban Tabrakan Rantis Brimob",2025-08-29T03:57:42Z,8/29/2025,10:57:42,UCoSkllfpgmFHtbVK835QaQg,Official iNews,9930000,7713,62,81,FALSE
woKr1hjrUXw,https://www.youtube.com/watch?v=woKr1hjrUXw,Mobil Rantis Wolf #barracuda #brimob #mobiloffroad #polri #ojol #demodpr #polisi #berita #4x4 #fakta,2025-08-29T03:57:39Z,8/29/2025,10:57:39,UCxSs7HMXczLQq8xmV9TRf7Q,Jeeplife ID,51500,1575,15,1,TRUE
gAkH9g5BHo0,https://www.youtube.com/watch?v=gAkH9g5BHo0,semangat gojek indonesia ???? #gojek #gojekindonesia #gojekmidnite #Agispengkolan,2025-08-29T03:56:50Z,8/29/2025,10:56:50,UCeG_VlsZarHdUfa5SQ5dRjQ,AGIS Pengkolan,7270,766,7,0,TRUE
Tae7JKBDEsI,https://www.youtube.com/watch?v=Tae7JKBDEsI,Turut Berduka Cita ??,2025-08-29T03:55:30Z,8/29/2025,10:55:30,UCHSnp7KP3G1URgA6Qr-ZiZw,Bunga Radio,3790,1499,14,0,TRUE
7BM_t3yoG_o,https://www.youtube.com/watch?v=7BM_t3yoG_o,selamat jalan Ahmad????#brimob #gojek #shorts,2025-08-29T03:54:46Z,8/29/2025,10:54:46,UC2aH9ZGQv68MqeAj5tMY3bg,SANNN,145,662,8,3,TRUE
b2P0gTNgKYA,https://www.youtube.com/watch?v=b2P0gTNgKYA,pengawalan jenazah alm afan kurniawan #fyp #ojol #demoojol #brimob #shortsfeed #gojek #dpr,2025-08-29T03:53:30Z,8/29/2025,10:53:30,UCbq1LrhpMZgCRx3zIFLavGQ,Bang Batak,829,73,2,0,FALSE
9P6lGBRxQP8,https://www.youtube.com/watch?v=9P6lGBRxQP8,kr!t!k p3d4$ Gilang Dirga soal ojol yg dit4br*t mobil br!mob,2025-08-29T03:51:55Z,8/29/2025,10:51:55,UC4PrWRo7nI2uqiyqX3S7rqw,karagangga,6440,63548,113,0,TRUE
EbvqmIH-sE4,https://www.youtube.com/watch?v=EbvqmIH-sE4,Jenazah Pengemudi Ojol Dimakamkan di TPU Karet Bivak,2025-08-29T03:51:41Z,8/29/2025,10:51:41,UCypJ8Xhh-2bUfkT9KYoltmA,KOMPASTV JATENG,649000,831,6,1,FALSE
HFkAZwSbN8s,https://www.youtube.com/watch?v=HFkAZwSbN8s,Willie Salim Melayat Ke Affan ojol #williesalim #affanojolmeninggal,2025-08-29T03:51:31Z,8/29/2025,10:51:31,UC1Ue-i9x066t0trqug-BtJQ,BACK TO BACK,13400,103206,1327,61,TRUE
N1VOWLslbck,https://www.youtube.com/watch?v=N1VOWLslbck,Kondisi Terkini Pemakaman Pengemudi Ojol Affan Kurniawan Dilaksankan di Karet Bivak,2025-08-29T03:51:28Z,8/29/2025,10:51:28,UCVjMTVNEv9GxE4PHxRyqJww,KompasTV Pontianak,1730000,776,5,0,FALSE
GvWG8l0vik8,https://www.youtube.com/watch?v=GvWG8l0vik8,Anies Baswedan Takziah ke Rumah Driver Ojol Tewas Dilindas | 29 Agustus 2025,2025-08-29T03:50:29Z,8/29/2025,10:50:29,UCnKrCvoqBCHIqlY8CgAHDOQ,INFO FPPI,19000,377,9,0,TRUE
rqKrIJV3y4U,https://www.youtube.com/watch?v=rqKrIJV3y4U,Permintaan Maaf Dan Sikap Polisi Atas Driver Ojol Yang Tewas Terlindas Barakuda Brimob | INDEPTH,2025-08-29T03:48:51Z,8/29/2025,10:48:51,UC5A_pdnOOcMsaBzFAHiTMLg,Cumicumi,8620000,248925,1954,1885,FALSE
2wEPqG2yMUU,https://www.youtube.com/watch?v=2wEPqG2yMUU,Iring"an jenazah bg affan driver gojek,2025-08-29T03:48:20Z,8/29/2025,10:48:20,UCiKmV6cUtb-Z6ljTZ1YFeoA,Randi Suhandi,32,1014,10,0,TRUE
6qmK3tzeiLY,https://www.youtube.com/watch?v=6qmK3tzeiLY,jalan sudirman full hijau ?#aksigojek #ojol #gojek #jakarta #shorts,2025-08-29T03:47:13Z,8/29/2025,10:47:13,UCq0mt_Na6W4CnD6S_sN_-iQ,Next-Update,17,0,0,0,TRUE
g0AEy3ADGxk,https://www.youtube.com/watch?v=g0AEy3ADGxk,Brimob Lindas Ojol #ojol #anomali #shorts,2025-08-29T03:46:28Z,8/29/2025,10:46:28,UCaBQpRxZVXofjXKW8sG3l2Q,Affan Kusuma,912,1424,8,2,TRUE
ti0_tTp5qtE,https://www.youtube.com/watch?v=ti0_tTp5qtE,"Ribuan Ojol  Menuju Kediaman Almarhum Affan, Ojol Yang Tewas Dilindas Mobil Rantis Brimob #news",2025-08-29T03:46:23Z,8/29/2025,10:46:23,UC7laM26h9_-Rw8RxxWyxnfQ,Liputan Cikarang,1610,661,13,1,TRUE
iPsv3-JAr_k,https://www.youtube.com/watch?v=iPsv3-JAr_k,GoTo Pastikan Almarhum Affan Kurniawan Mitra Driver Gojek Akan Diberi Santunan | NTVNEWSID,2025-08-29T03:45:03Z,8/29/2025,10:45:03,UC79mK_0vlTv7OUrGekXhvsg,ntvnewsdotid,6820,28,0,0,TRUE
6BVv_TTB_Qc,https://www.youtube.com/watch?v=6BVv_TTB_Qc,"Ojol Dilindas Rantis, Komnas HAM Turun Tangan??#shorts #shortvideo #fyp",2025-08-29T03:44:30Z,8/29/2025,10:44:30,UCTlr7Go1vSv422n1iyjtF4g,Minato Sensei,14500,39480,223,11,TRUE
XV-WBbo1Vjo,https://www.youtube.com/watch?v=XV-WBbo1Vjo,turut berdukacita atas negri ini ?? #ishihara #procreate #ojol #gojek #brimob #colorblind #butawarna,2025-08-29T03:44:23Z,8/29/2025,10:44:23,UCG_1RJS1V5RtDZggbIjVrJg,Wong Hidayat,64,351,2,0,TRUE
jt_DRBCBTn4,https://www.youtube.com/watch?v=jt_DRBCBTn4,Semoga Husnul khotimah Aaminn??,2025-08-29T03:42:56Z,8/29/2025,10:42:56,UC2RAChg3Wlq7KCCWB8Lp2og,Ono Berita,8260,9096,265,31,TRUE
WA8qDJO7i3Q,https://www.youtube.com/watch?v=WA8qDJO7i3Q,"Full Ribuan pengemudi ojek online mengantarkan jenazah Affan Kurniawan ke TPU Karet Bivak, Jakarta",2025-08-29T03:42:02Z,8/29/2025,10:42:02,UCn4mBUg2n7wM6EqITW143hg,SOBAT ONLINE,1470,2,2,3,FALSE
iv5wxVSgMTQ,https://www.youtube.com/watch?v=iv5wxVSgMTQ,Masya Allah solidaritas tanpa batas #ojol #salamsatuaspal,2025-08-29T03:40:34Z,8/29/2025,10:40:34,UCwgbnf0essxClV1PeJxZPZA,Bulex1009,379000,92839,234,10,TRUE
5r9suYfnYRw,https://www.youtube.com/watch?v=5r9suYfnYRw,Potret alm Affan ???? #shorts#ojol#viral#shortvideo#trending#terbaru#brimob#fy#fyp?#fyp#terkini#news,2025-08-29T03:39:13Z,8/29/2025,10:39:13,UCt4OeNZSYu4TtphLGtIiUxA,tikus berita,25100,12015,102,1,TRUE
BLsud5R_GUQ,https://www.youtube.com/watch?v=BLsud5R_GUQ,"Pemakaman Jenazah Ojol Affan Kurniawan, Korban Tabrakan Polisi",2025-08-29T03:38:56Z,8/29/2025,10:38:56,UCVjMTVNEv9GxE4PHxRyqJww,KompasTV Pontianak,1730000,1247,13,4,FALSE
CGPAaB_B408,https://www.youtube.com/watch?v=CGPAaB_B408,Pernyataan Istana soal Driver Ojol Terlindas Rantis Brimob,2025-08-29T03:37:54Z,8/29/2025,10:37:54,UCnUsob7FRx99DC-rnCeaK6A,Tribun Solo Official,369000,1822,10,0,TRUE
TFRfp4voNe0,https://www.youtube.com/watch?v=TFRfp4voNe0,"Tuntut Pengusutan Insiden Mobil Rantis Tabrak Ojol Saat Pengamanan Demo, Brimob Temui Aksi Massa!",2025-08-29T03:37:39Z,8/29/2025,10:37:39,UCYNpIdSp5xvvQzgOHtw2RAw,KOMPASTV JAWA TIMUR,963000,116082,950,2203,FALSE
C6xPtkxfUgA,https://www.youtube.com/watch?v=C6xPtkxfUgA,ojol jadi korban ??sekarat lalu koit.??#demo #DPR #ojol #gojek,2025-08-29T03:35:26Z,8/29/2025,10:35:26,UCv4Y_4lu7hSsJdhOkYTNUtg,Dream Creator,546,172,2,0,FALSE
1IrQ0cJ8PQk,https://www.youtube.com/watch?v=1IrQ0cJ8PQk, BREAKING NEWS! Ratusan Driver Ojol Turut Antarkan Affan Kurniawan Ke Peristirahatan Terakhir ,2025-08-29T03:34:51Z,8/29/2025,10:34:51,UC5A_pdnOOcMsaBzFAHiTMLg,Cumicumi,8620000,9925,97,51,FALSE
EifOR3UgxrM,https://www.youtube.com/watch?v=EifOR3UgxrM,Paint Sprayer: Best Paint Sprayer [2025],2025-08-29T03:34:35Z,8/29/2025,10:34:35,UCt2lQHyi6s54lTeLYEDYUsA,Review Tube,235000,31,4,1,FALSE
s1Qd9gIobBM,https://www.youtube.com/watch?v=s1Qd9gIobBM,"Momen Ratusan Ojol Kepung dan Lempari Mako Brimob Kwitang, Prajurit TNI Berusaha Tenangkan",2025-08-29T03:34:04Z,8/29/2025,10:34:04,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,14900000,37291,234,194,FALSE
7_yrzn5YxIA,https://www.youtube.com/watch?v=7_yrzn5YxIA,"SITUASI SAAT INI DI MAKO BRIMOB KWITANG, REKAN OJOL ADA YG MENINGGAL DUNIA #ojol #gojek #dpr #brimob",2025-08-29T03:34:00Z,8/29/2025,10:34:00,UCPJp--RpBFJoQZjoT4QTNRg,Sobat Japri ,163000,29310,621,126,TRUE
OYBZlNiZdUo,https://www.youtube.com/watch?v=OYBZlNiZdUo,RIBUAN DRIVER OJOL ANTAR JENAZAH AFFAN,2025-08-29T03:33:16Z,8/29/2025,10:33:16,UCk6-k7UCXsp7KhBcxFTVBpA,trendsnesia,2420000,59091,2296,261,TRUE
kn-Hz-6a3vQ,https://www.youtube.com/watch?v=kn-Hz-6a3vQ,Peristiwa ojol tgl 28 Agustus jadi saksi??#shorts#ojol#brimob#viral#trending#terbaru#fy#fyp?#fyp#ff,2025-08-29T03:31:59Z,8/29/2025,10:31:59,UCt4OeNZSYu4TtphLGtIiUxA,tikus berita,25100,6759,8,0,TRUE
2HD-gX6mctg,https://www.youtube.com/watch?v=2HD-gX6mctg,tegak kan keadilan....#affan#rantis#brimob #ojol #gojek #grab#solidaritas,2025-08-29T03:31:57Z,8/29/2025,10:31:57,UC1t1vLLCBd6q_eXeR6Z5lbw,IDMotion Indonesia in motion,5170,668,24,0,FALSE
Zc6pDqrlqAg,https://www.youtube.com/watch?v=Zc6pDqrlqAg,??LIVE: Anies Baswedan Datangi Rumah Duka Driver Ojol yang Meninggal Dunia Ditabrak Mobil Brimob,2025-08-29T03:31:45Z,8/29/2025,10:31:45,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,14900000,21297,185,116,FALSE
uCW39rn-Udk,https://www.youtube.com/watch?v=uCW39rn-Udk,"Situasi Terkini, Pengemudi Ojol Padati Mako Brimob Kwitang",2025-08-29T03:31:20Z,8/29/2025,10:31:20,UCypJ8Xhh-2bUfkT9KYoltmA,KOMPASTV JATENG,649000,33663,320,178,FALSE
pqiG7Q7ongM,https://www.youtube.com/watch?v=pqiG7Q7ongM,Bapak TNI Selalu Untuk Rakyat #demodpr #ojol,2025-08-29T03:31:11Z,8/29/2025,10:31:11,UCA2EUmkBKPAzgcVVQEBIkAQ,Rizky. T.W,7620,28322,430,9,TRUE
5KEz32Pg3I4,https://www.youtube.com/watch?v=5KEz32Pg3I4,"Propam Polri Amankan 7 Anggota Brimob yang Lindas Ojol di Kwitang, Kompolnas Ikut Tangani",2025-08-29T03:30:13Z,8/29/2025,10:30:13,UCSV7FgMcSdOWxeSCYCD3UOA,Warta Kota Production,2380000,214,3,2,FALSE
m5sFrC8X9eM,https://www.youtube.com/watch?v=m5sFrC8X9eM,Affan Kurniawan gojek,2025-08-29T03:30:04Z,8/29/2025,10:30:04,UCnGbW7e6PrGHDWVcCC08ZQw,Gacor Dreams,29,887,10,0,TRUE
mfD-d4kzT1I,https://www.youtube.com/watch?v=mfD-d4kzT1I,ojol kelindes mobil brimob saat demo dpr #ojol #demo #dpr #demodpr #gojek #shorts #trending #viral,2025-08-29T03:29:33Z,8/29/2025,10:29:33,UCdahF7ndy9qmypiAdgVhwUg,Banghani,7360,194,8,0,TRUE
VNg8cWciolc,https://www.youtube.com/watch?v=VNg8cWciolc,OJOL DITABRAK BARACUDA POLISI #news #ojol #brimob #demo #dprri,2025-08-29T03:29:15Z,8/29/2025,10:29:15,UC5f0Vdl31hN4_1a6oOr_1zA,Storybijakku,388,14871,78,7,TRUE
8G98abDZD44,https://www.youtube.com/watch?v=8G98abDZD44,"Driver Ojol Ditabrak dan Dilindas Mobil Rantis Brimob, Andai Kendaraan Dimundurkan Korban Mungkin Se",2025-08-29T03:29:12Z,8/29/2025,10:29:12,UCHuZ0BTOxKMIJzBvnrFwvJw,Police Story ID,21000,1708,20,11,FALSE
K8u5BGW3XEY,https://www.youtube.com/watch?v=K8u5BGW3XEY,??Momen Sejumlah Pengemudi Ojol Geruduk Markas Brimob Kwitang Usai Insiden Mobil Baracuda Lindas Ojol,2025-08-29T03:27:09Z,8/29/2025,10:27:09,UCT5H_ppXrhC7SFurhrezJKw,Tribun Sumsel,3750000,214027,800,20,FALSE
IfEuNZE17Ho,https://www.youtube.com/watch?v=IfEuNZE17Ho,"Mitra Ojol, Grab Ajak Jaga Empati dan Suasana Kondusif. #videoshorts #shorts #ojol #.",2025-08-29T03:26:42Z,8/29/2025,10:26:42,UClZP0O0lV_ipmh3ukVxRExg,kelik mansyur,23500,1551,2,0,TRUE
undOZDD8uhw,https://www.youtube.com/watch?v=undOZDD8uhw,M4H4SISW4 MURK4#viral #trendingshorts #demo #ojol,2025-08-29T03:25:30Z,8/29/2025,10:25:30,UCeVbGhLgMgj_PnUJKKQBtvg,koziequ,321,2386,6,0,TRUE
HzWv492Rvkc,https://www.youtube.com/watch?v=HzWv492Rvkc,IKI NEGORO OPO #shortvideo #ojol #indonesiagelap,2025-08-29T03:25:29Z,8/29/2025,10:25:29,UCegFUJeeQg71hBVE2ZJkQcA,BikeBikesajalah,811,10,0,0,TRUE
uDoThxL3IQs,https://www.youtube.com/watch?v=uDoThxL3IQs,rekaman ojol gojek  terlindas oleh mobil #gojek,2025-08-29T03:25:26Z,8/29/2025,10:25:26,UC_8ApVIco3J4NJJY-4kTr3g,sbsojay,40,0,0,0,FALSE
ozQtEh9Pors,https://www.youtube.com/watch?v=ozQtEh9Pors,Fakta Lengkap Kasus Ojol T3rlind@s Rantis Brimob. #beritahariini,2025-08-29T03:24:41Z,8/29/2025,10:24:41,UCkrSA_EYgUt_ACTcqHTFPGw,Fakta dan tips menarik,26,1045,7,0,FALSE
